RESPOND_ID,EXAMIN_BEGIN_DE,HOLD_INDVDL_MVMN_MN_ONE_TY,SEXDSTN_FLAG_NM,AGRDE_FLAG_NM,HSHLD_COMPO_NM,HSHLD_INCOME_DGREE_NM,OCCP_CL_NM,ANSWRR_OC_AREA_NM
2974,20230701,전기 자전거,남성,30대,신혼기(자녀없음),500만원 내외,사무직,부산
2977,20230701,전동 킥보드,남성,50대,자녀 성인기(막내가 대학생～결혼 전),"1,000만원 내외",일반 공무원/준공무원,경기
2979,20230701,전동 킥보드,남성,40대,자녀 성장기(막내가 초등학생～고등학생),500만원 내외,사무직,경기
2988,20230701,"오토바이(바이크, 스쿠터)",남성,40대,자녀 성장기(막내가 초등학생～고등학생),"1,000만원 내외",사무직,부산
3003,20230701,"오토바이(바이크, 스쿠터)",남성,40대,자녀 성장기(막내가 초등학생～고등학생),900만원 내외,경영/관리직,서울
3015,20230701,전동 킥보드,남성,40대,자녀 성장기(막내가 초등학생～고등학생),500만원 내외,자영업,경기
3018,20230701,전기 자전거,여성,50대,신혼기 초과(자녀없음),500만원 내외,무직/기타,서울
3022,20230701,전동 킥보드,남성,50대,자녀 성장기(막내가 초등학생～고등학생),600만원 내외,기술/숙련직,경기
3025,20230701,"오토바이(바이크, 스쿠터)",남성,60대 이상,자녀 독립기(막내가 결혼한 상태),200만원 내외,무직/기타,울산
3039,20230701,"오토바이(바이크, 스쿠터)",남성,40대,자녀 성장기(막내가 초등학생～고등학생),500만원 내외,자영업,경북
3042,20230701,전동 킥보드,여성,50대,자녀 성장기(막내가 초등학생～고등학생),800만원 내외,사무직,서울
3050,20230701,전동 스쿠터,남성,40대,자녀 성장기(막내가 초등학생～고등학생),700만원 내외,사무직,경북
3058,20230701,"오토바이(바이크, 스쿠터)",남성,30대,신혼기(자녀없음),600만원 내외,사무직,경기
3060,20230701,전기 자전거,남성,30대,자녀 성인기(막내가 대학생～결혼 전),"1,100~1,500만원 내외",자영업,대구
3066,20230701,전기 자전거,남성,30대,자녀 성인기(막내가 대학생～결혼 전),"1,100~1,500만원 내외",기술/숙련직,경기
3069,20230701,전동 킥보드,남성,40대,자녀 성장기(막내가 초등학생～고등학생),800만원 내외,자영업,부산
3070,20230701,전동 킥보드,남성,60대 이상,자녀 성인기(막내가 대학생～결혼 전),"1,100~1,500만원 내외",자영업,서울
3076,20230701,전동 킥보드,남성,40대,1인 가구,"1,000만원 내외",무직/기타,서울
3088,20230701,"오토바이(바이크, 스쿠터)",남성,60대 이상,자녀 독립기(막내가 결혼한 상태),300만원 내외,사무직,충남
3093,20230701,"오토바이(바이크, 스쿠터)",남성,50대,자녀 독립기(막내가 결혼한 상태),400만원 내외,판매/서비스직,인천
3106,20230701,전기 자전거,남성,40대,자녀 성장기(막내가 초등학생～고등학생),500만원 내외,사무직,서울
3111,20230701,"오토바이(바이크, 스쿠터)",여성,30대,자녀 성장기(막내가 초등학생～고등학생),400만원 내외,경영/관리직,대전
3118,20230701,전동 킥보드,남성,40대,자녀 유아기(막내가 초등학교 입학 전),모름,사무직,서울
3125,20230701,"오토바이(바이크, 스쿠터)",여성,20대,자녀 성인기(막내가 대학생～결혼 전),500만원 내외,판매/서비스직,울산
3129,20230701,전동 킥보드,남성,40대,1인 가구,400만원 내외,기술/숙련직,경기
3141,20230701,전기 자전거,남성,50대,자녀 성인기(막내가 대학생～결혼 전),800만원 내외,경영/관리직,경기
3143,20230701,전기 자전거,남성,50대,자녀 독립기(막내가 결혼한 상태),"2,100만원 이상",경영/관리직,경기
3150,20230701,전기 자전거,남성,50대,자녀 성인기(막내가 대학생～결혼 전),600만원 내외,기술/숙련직,경남
3160,20230701,전기 자전거,남성,50대,자녀 성인기(막내가 대학생～결혼 전),600만원 내외,사무직,경기
3169,20230701,"오토바이(바이크, 스쿠터)",남성,30대,자녀 성장기(막내가 초등학생～고등학생),500만원 내외,사무직,서울
3177,20230701,"오토바이(바이크, 스쿠터)",남성,40대,자녀 성인기(막내가 대학생～결혼 전),"1,000만원 내외",판매/서비스직,울산
3178,20230701,전동 킥보드,남성,50대,신혼기 초과(자녀없음),700만원 내외,판매/서비스직,경기
3184,20230701,"오토바이(바이크, 스쿠터)",여성,40대,자녀 성장기(막내가 초등학생～고등학생),"1,100~1,500만원 내외",사무직,인천
3189,20230701,전기 자전거,남성,50대,자녀 성인기(막내가 대학생～결혼 전),600만원 내외,기술/숙련직,대전
3199,20230701,전동 킥보드,남성,50대,1인 가구,400만원 내외,사무직,인천
3200,20230701,"오토바이(바이크, 스쿠터)",여성,50대,자녀 성장기(막내가 초등학생～고등학생),600만원 내외,판매/서비스직,대구
3219,20230701,"오토바이(바이크, 스쿠터)",남성,40대,자녀 성장기(막내가 초등학생～고등학생),"1,000만원 내외",자영업,대전
3242,20230701,전동 스쿠터,남성,40대,1인 가구,700만원 내외,경영/관리직,경기
3244,20230701,전동 휠,남성,40대,자녀 성장기(막내가 초등학생～고등학생),400만원 내외,사무직,서울
3247,20230701,"오토바이(바이크, 스쿠터)",남성,60대 이상,자녀 성인기(막내가 대학생～결혼 전),"1,100~1,500만원 내외",경영/관리직,경기
3253,20230701,전기 자전거,남성,60대 이상,자녀 독립기(막내가 결혼한 상태),300만원 내외,기술/숙련직,부산
3260,20230701,전기 자전거,남성,40대,자녀 성장기(막내가 초등학생～고등학생),800만원 내외,사무직,대구
3270,20230701,전기 자전거,남성,40대,자녀 성장기(막내가 초등학생～고등학생),700만원 내외,사무직,충남
3284,20230701,전동 킥보드,남성,40대,신혼기(자녀없음),800만원 내외,사무직,경기
3291,20230701,"오토바이(바이크, 스쿠터)",남성,50대,자녀 성장기(막내가 초등학생～고등학생),700만원 내외,기술/숙련직,제주
3292,20230701,전동 킥보드,남성,50대,자녀 성인기(막내가 대학생～결혼 전),700만원 내외,경영/관리직,대구
3293,20230701,전동 휠,남성,60대 이상,자녀 성인기(막내가 대학생～결혼 전),700만원 내외,무직/기타,서울
3294,20230701,전동 킥보드,남성,40대,자녀 유아기(막내가 초등학교 입학 전),"1,100~1,500만원 내외",전문직,서울
3339,20230701,전기 자전거,남성,60대 이상,자녀 성인기(막내가 대학생～결혼 전),300만원 내외,기술/숙련직,부산
3347,20230701,전동 킥보드,남성,30대,자녀 독립기(막내가 결혼한 상태),600만원 내외,사무직,서울
3352,20230701,전동 킥보드,여성,40대,신혼기 초과(자녀없음),900만원 내외,전문직,인천
3358,20230701,전동 킥보드,남성,40대,자녀 성장기(막내가 초등학생～고등학생),400만원 내외,기술/숙련직,강원
3377,20230701,전동 킥보드,남성,40대,자녀 성장기(막내가 초등학생～고등학생),500만원 내외,기술/숙련직,서울
3382,20230701,전동 킥보드,남성,30대,신혼기(자녀없음),500만원 내외,자영업,인천
3391,20230701,전동 킥보드,남성,30대,자녀 성인기(막내가 대학생～결혼 전),800만원 내외,기술/숙련직,대구
3397,20230701,"오토바이(바이크, 스쿠터)",남성,50대,자녀 성장기(막내가 초등학생～고등학생),800만원 내외,사무직,경기
3399,20230701,전기 자전거,남성,30대,자녀 성인기(막내가 대학생～결혼 전),300만원 내외,기술/숙련직,대구
3400,20230701,"오토바이(바이크, 스쿠터)",남성,50대,자녀 성인기(막내가 대학생～결혼 전),600만원 내외,기술/숙련직,대구
3406,20230701,전동 킥보드,남성,40대,자녀 성장기(막내가 초등학생～고등학생),800만원 내외,경영/관리직,경북
3419,20230701,전동 킥보드,남성,40대,자녀 성인기(막내가 대학생～결혼 전),"1,100~1,500만원 내외",자영업,서울
3424,20230701,"오토바이(바이크, 스쿠터)",남성,40대,자녀 성장기(막내가 초등학생～고등학생),"1,000만원 내외",자영업,경북
3443,20230701,전동 킥보드,남성,50대,자녀 성장기(막내가 초등학생～고등학생),500만원 내외,사무직,서울
3447,20230701,"오토바이(바이크, 스쿠터)",남성,50대,자녀 성장기(막내가 초등학생～고등학생),400만원 내외,사무직,서울
3486,20230701,전동 킥보드,남성,40대,1인 가구,"1,000만원 내외",전문직,서울
3496,20230701,"오토바이(바이크, 스쿠터)",남성,30대,자녀 성인기(막내가 대학생～결혼 전),500만원 내외,판매/서비스직,경기
3498,20230701,전동 킥보드,남성,40대,자녀 성장기(막내가 초등학생～고등학생),"1,100~1,500만원 내외",기술/숙련직,서울
3505,20230701,전동 휠,남성,50대,자녀 성장기(막내가 초등학생～고등학생),500만원 내외,기술/숙련직,경기
3528,20230701,전동 킥보드,남성,40대,자녀 성장기(막내가 초등학생～고등학생),300만원 내외,판매/서비스직,전북
3529,20230701,전동 휠,남성,40대,자녀 성장기(막내가 초등학생～고등학생),500만원 내외,자영업,경남
3540,20230701,전기 자전거,남성,60대 이상,자녀 독립기(막내가 결혼한 상태),500만원 내외,자영업,서울
3541,20230701,전동 킥보드,남성,40대,자녀 성장기(막내가 초등학생～고등학생),"1,100~1,500만원 내외",경영/관리직,경기
3547,20230701,전기 자전거,남성,40대,신혼기 초과(자녀없음),500만원 내외,판매/서비스직,경기
3553,20230701,전동 킥보드,남성,50대,신혼기 초과(자녀없음),300만원 내외,사무직,경북
3567,20230701,전기 자전거,남성,60대 이상,자녀 성인기(막내가 대학생～결혼 전),500만원 내외,사무직,서울
3574,20230701,"오토바이(바이크, 스쿠터)",남성,50대,자녀 성인기(막내가 대학생～결혼 전),"1,600~2,000만원 내외",사무직,서울
3577,20230701,"오토바이(바이크, 스쿠터)",남성,30대,1인 가구,300만원 내외,기술/숙련직,강원
3580,20230701,"오토바이(바이크, 스쿠터)",남성,40대,자녀 성장기(막내가 초등학생～고등학생),500만원 내외,기술/숙련직,경기
3581,20230701,"오토바이(바이크, 스쿠터)",여성,30대,신혼기(자녀없음),500만원 내외,전문직,충남
3586,20230701,"오토바이(바이크, 스쿠터)",남성,50대,자녀 유아기(막내가 초등학교 입학 전),300만원 내외,사무직,대구
3587,20230701,전기 자전거,여성,40대,자녀 성장기(막내가 초등학생～고등학생),500만원 내외,자영업,인천
3596,20230701,전기 자전거,남성,50대,자녀 성장기(막내가 초등학생～고등학생),500만원 내외,사무직,경기
3609,20230701,전기 자전거,남성,50대,자녀 성인기(막내가 대학생～결혼 전),700만원 내외,기술/숙련직,인천
3614,20230701,전동 킥보드,여성,50대,자녀 성장기(막내가 초등학생～고등학생),900만원 내외,사무직,경북
3634,20230701,"오토바이(바이크, 스쿠터)",여성,40대,자녀 성인기(막내가 대학생～결혼 전),400만원 내외,사무직,경기
3639,20230701,"오토바이(바이크, 스쿠터)",남성,40대,자녀 유아기(막내가 초등학교 입학 전),800만원 내외,기술/숙련직,울산
3657,20230701,전기 자전거,남성,30대,자녀 성인기(막내가 대학생～결혼 전),모름,무직/기타,서울
3673,20230701,"오토바이(바이크, 스쿠터)",남성,50대,자녀 성인기(막내가 대학생～결혼 전),"1,100~1,500만원 내외",전문직,경북
3684,20230701,"오토바이(바이크, 스쿠터)",남성,40대,1인 가구,200만원 내외,전문직,경기
3688,20230701,"오토바이(바이크, 스쿠터)",남성,50대,자녀 성인기(막내가 대학생～결혼 전),800만원 내외,판매/서비스직,경기
3693,20230701,전기 자전거,여성,50대,자녀 독립기(막내가 결혼한 상태),600만원 내외,자영업,서울
3699,20230701,전동 스쿠터,남성,40대,1인 가구,600만원 내외,사무직,서울
3702,20230701,전기 자전거,남성,50대,자녀 성인기(막내가 대학생～결혼 전),"1,100~1,500만원 내외",사무직,서울
3704,20230701,전동 킥보드,여성,40대,자녀 유아기(막내가 초등학교 입학 전),300만원 내외,사무직,서울
3709,20230701,전동 킥보드,여성,30대,자녀 유아기(막내가 초등학교 입학 전),700만원 내외,사무직,부산
3717,20230701,전동 휠,남성,40대,신혼기 초과(자녀없음),500만원 내외,전문직,서울
3718,20230701,전동 스케이트보드,여성,40대,자녀 독립기(막내가 결혼한 상태),300만원 내외,전업주부,경남
3735,20230701,전동 킥보드,남성,30대,자녀 유아기(막내가 초등학교 입학 전),300만원 내외,사무직,서울
3742,20230701,전기 자전거,남성,60대 이상,자녀 독립기(막내가 결혼한 상태),"1,000만원 내외",무직/기타,인천
3763,20230701,"오토바이(바이크, 스쿠터)",남성,40대,자녀 성장기(막내가 초등학생～고등학생),700만원 내외,자영업,서울
3769,20230701,"오토바이(바이크, 스쿠터)",남성,40대,자녀 성장기(막내가 초등학생～고등학생),700만원 내외,기술/숙련직,경북
3783,20230701,전기 자전거,남성,40대,자녀 유아기(막내가 초등학교 입학 전),600만원 내외,기술/숙련직,경기
3793,20230701,전동 킥보드,남성,50대,자녀 성장기(막내가 초등학생～고등학생),800만원 내외,경영/관리직,대전
3802,20230701,전기 자전거,남성,50대,자녀 성인기(막내가 대학생～결혼 전),"1,100~1,500만원 내외",기술/숙련직,서울
3808,20230701,"오토바이(바이크, 스쿠터)",남성,40대,1인 가구,400만원 내외,사무직,경기
3821,20230701,"오토바이(바이크, 스쿠터)",남성,40대,자녀 성인기(막내가 대학생～결혼 전),400만원 내외,무직/기타,경기
3836,20230701,전기 자전거,남성,30대,신혼기 초과(자녀없음),900만원 내외,사무직,서울
3842,20230701,전기 자전거,남성,40대,자녀 독립기(막내가 결혼한 상태),"1,600~2,000만원 내외",전문직,전북
