prcha_prrrg_prduc_id,info_obtn_dt,auser_sxdst_cd,age_group_cd,occpn_nm,hshld_incm_group_nm,mrrg_yn_nm,chdrn_yn_nm,rsid_fom_nm,auser_ara_ctprv_nm,auser_ara_gu_nm,auser_ara_dong_nm,craln_tlphn_mkr_nm,craln_tlphn_sbscr_cmpn_nm,prduc_ctgry_lrcls_nm,prduc_ctgry_mdcls_nm,prduc_ctgry_smcls_nm,otdr_prduc_nm,info_obtn_site_url
D***1,201903**,F,5,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,      ,          ,아파트/ 주상복합,서울,성북구,월곡1동,삼성,SKT,레저/자동차,자전거/용품,자전거의류/잡화,쿨마스크멀티스카프 자외선차단마스크 자전거마스크,http://www.11st.co.kr/product/SellerProductDetail.tmall?method=getSellerProductDetail&prdNo=1042041108
D***0,201903**,M,3,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,부천시 원미구,중4동,기타,알뜰폰(MVNO),유아동,유아동완구/교구,승용완구,STONETREE스톤트리 트라이크 - 유모차 세발 자전거,http://item.gmarket.co.kr/Item?goodscode=1129986013
D***3,201903**,M,2,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,      ,          ,아파트/ 주상복합,울산,북구,명촌동,삼성,SKT,레저/자동차,자전거/용품,자전거액세서리,(자전거용품.부품모음)자물쇠라이트펌프바구니짐받이안장가방헬멧보호대후미등페달보조바퀴벨전조등거치대,http://www.11st.co.kr/product/SellerProductDetail.tmall?method=getSellerProductDetail&prdNo=1258567584
D***6,201903**,F,4,"교직 (교사, 유치원교사, 학원강사)",300~399만원,아니오,          ,아파트/ 주상복합,강원,삼척시,교동,기타,KT,캠핑/골프/헬스/자전거,자전거의류/용품,기타용품,발목밴드,http://www.hnsmall.com/display/goods.do?goods_code=11522932
D***1,201903**,M,3,"기능직 (자동차정비, 운전기사, 안경사, 택시기사)",300~399만원,아니오,          ,아파트/ 주상복합,경기,양주시,덕계동,LG,KT,레저/자동차,자전거/용품,자전거의류/잡화,방한멀티스카프/멀티워머/넥워머/마스크/스키/자전거,http://item.gmarket.co.kr/Item?goodscode=1145899445
D***2,201903**,F,3,"주부 (전업주부, 파트타임 근무 주부)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,양천구,신월4동,기타,알뜰폰(MVNO),자전거,튜닝용품,전시스탠드,"자전거스텐드거치대/16,18,20,22,24,26스탠드 받침대 보관대 접이식 자전거용품",http://www.11st.co.kr/product/SellerProductDetail.tmall?method=getSellerProductDetail&prdNo=12932139
D***,201903**,M,4,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,      ,          ,아파트/ 주상복합,경남,창원시 성산구,남양동,삼성,SKT,레저/자동차,자전거/용품,자전거,[스마트]삼천리/스마트/바이맥스 접이식자전거 미니벨로 4종,http://item.gmarket.co.kr/Item?goodscode=1278067146
D***,201903**,M,4,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,      ,          ,아파트/ 주상복합,서울,도봉구,쌍문3동,삼성,SKT,자전거,자전거신발/고글/헬멧,헬멧,[HJC]X5(EVO)블랙스카이 / 자전거 헬멧 / 240g대 초,http://www.11st.co.kr/product/SellerProductDetail.tmall?method=getSellerProductDetail&prdNo=1040086015
D***,201903**,F,2,"학생 (초중고학생, 대학생, 대학원생)",400~499만원,아니오,          ,아파트/ 주상복합,경기,구리시,교문2동,삼성,KT,레저/자동차,자전거/용품,자전거타이어/부품,자전거수리키트+펌프 자전거공구세트 펑크패치,http://www.11st.co.kr/product/SellerProductDetail.tmall?method=getSellerProductDetail&prdNo=1103998698
D***4,201903**,M,2,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,      ,          ,아파트/ 주상복합,서울,서초구,서초1동,삼성,SKT,자전거/보드,자전거액세서리,자전거짐받이,바이크박스블랙   -  생활용 여성용 접이식 자전거 짐받이 거치용 접이식 짐 바구니,http://item.gmarket.co.kr/Item?goodscode=128833406
D***8,201903**,M,5,"자영업 (도소매업, 숙박업, 미용업)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,부산,부산진구,양정동,삼성,SKT,자전거,자전거신발/고글/헬멧,보호대,[AQUA-X/국산]발렌티노무봉제 쿨토시/아쿠아엑스,http://www.11st.co.kr/product/SellerProductDetail.tmall?method=getSellerProductDetail&prdNo=1261126293
D***4,201903**,M,4,기타 ,600~699만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,동작구,신대방2동,애플,KT,레저/자동차,자전거/용품,자전거의류/잡화,DBIKE디빅 투라인 집게 후미등,http://item.gmarket.co.kr/Item?goodscode=1205206386
D***0,201903**,M,4,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,부산,연제구,거제1동,삼성,SKT,레저/자동차,자전거/용품,자전거,지오스빈티지벨로체/GiosVintage Veloce 로드자전거,http://item.gmarket.co.kr/Item?goodscode=1273357815
D***4,201903**,F,3,"사무직 (일반사무직, 공무원, 직업군인)",100~199만원,예    ,자녀 없음 ,단독주택,경기,가평군,가평읍,애플,KT,레저/자동차,자전거/용품,자전거액세서리,블랙울프KR-C8 L2 밝은 자전거라이트 전조등 손전등,http://www.11st.co.kr/product/SellerProductDetail.tmall?method=getSellerProductDetail&prdNo=1091472722
D***,201903**,M,2,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,      ,          ,아파트/ 주상복합,전북,군산시,나운1동,삼성,SKT,자전거/보드,일반자전거,외발/삼륜/2인용,절대터지지않는알로이 컨츄리 성인 세발자전거 삼륜,http://item.gmarket.co.kr/Item?goodscode=1201833484
D***,201903**,M,2,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,      ,          ,아파트/ 주상복합,서울,동작구,상도3동,삼성,LG U+,자전거,자전거,MTB,"[삼천리]미키마우스 미키키즈14,16,18형 아동 자전거",http://www.11st.co.kr/product/SellerProductDetail.tmall?method=getSellerProductDetail&prdNo=1248195280
D***,201903**,M,4,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,      ,          ,아파트/ 주상복합,경남,거제시,옥포동,삼성,SKT,자전거,자전거,사이클,[쿠베로]에어리아2.0신형소라18 무료조립+최강사은품 NEW SORA 18,http://www.11st.co.kr/product/SellerProductDetail.tmall?method=getSellerProductDetail&prdNo=1224036819
D***,201903**,F,4,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,      ,          ,아파트/ 주상복합,인천,남구,숭의4동,삼성,SKT,레저/자동차,자전거/용품,자전거,지멘스여성용 부인용 자전거 클래식 24 26인치,http://item.gmarket.co.kr/Item?goodscode=1110235162
D***4,201903**,F,2,"사무직 (일반사무직, 공무원, 직업군인)","1,000만원 이상",아니오,          ,아파트/ 주상복합,경기,시흥시,은행동,애플,LG U+,자전거,자전거,MTB,GIFT2016 엘파마 판타시아 S7 S675 카본 MTB 자전거,http://www.11st.co.kr/product/SellerProductDetail.tmall?method=getSellerProductDetail&prdNo=1043875589
D***9,201903**,M,3,"서비스직 (요식업, 숙박업, 미용실종업원)",200~299만원,아니오,          ,오피스텔,서울,강남구,논현동,LG,LG U+,레저/자동차,자전거/용품,자전거,[스마트자전거]반티아고G21 하이브리드자전거 21단 클래식 2018년,http://www.lotteimall.com/goods/viewGoodsDetail.lotte?goods_no=1203110269
D***0,201903**,M,4,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,      ,          ,아파트/ 주상복합,서울,강남구,대치동,삼성,SKT,유아동,유아동완구/교구,승용완구,[삼천리자전거]GIFT 2018 삼천리 샘트라이크 800+ 유모차 세발자전거,http://item.gmarket.co.kr/Item?goodscode=1266671892
D***3,201903**,M,3,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,아니오,          ,아파트/ 주상복합,경기,용인시 수지구,성복동,삼성,SKT,자전거,자전거신발/고글/헬멧,헬멧,어반헬멧/GIRO 쿼터 다임 딤/BELL 세그먼트/자전거,http://www.11st.co.kr/product/SellerProductDetail.tmall?method=getSellerProductDetail&prdNo=1244123994
D***2,201903**,M,3,"학생 (초중고학생, 대학생, 대학원생)",100만원 미만,예    ,자녀 없음 ,연립주택/ 다세대/ 빌라,서울,은평구,불광동,삼성,LG U+,자전거,자전거부품,변속기,변속레버/자전거기어/시마노변속레버/그립쉬프트,http://www.11st.co.kr/product/SellerProductDetail.tmall?method=getSellerProductDetail&prdNo=1280799725
D***,201903**,F,4,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,      ,          ,아파트/ 주상복합,서울,금천구,독산1동,삼성,SKT,자전거,자전거부품,안장,유아안장/짐받이장착/핸들바장착/목받이유아안장/자전거안장,http://www.11st.co.kr/product/SellerProductDetail.tmall?method=getSellerProductDetail&prdNo=1275573892
D***4,201903**,M,2,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,      ,          ,아파트/ 주상복합,대전,서구,도안동,삼성,SKT,자전거/보드,자전거헬멧,기타브랜드 헬멧,[삼천리자전거]미니마우스 헬멧보호대 세트 어린이 자전거 킥보드/ 삼천리자전거,http://item.gmarket.co.kr/Item?goodscode=1112014699
D***8,201903**,F,4,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,      ,          ,아파트/ 주상복합,경기,광명시,소하1동,삼성,SKT,레저/자동차,자전거/용품,자전거,베리벨로보스톤GS 22 18년형 22인치 MTB자전거,http://www.11st.co.kr/product/SellerProductDetail.tmall?method=getSellerProductDetail&prdNo=1264898395
D***0,201903**,M,5,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,      ,          ,아파트/ 주상복합,전남,무안군,무안읍,삼성,SKT,자전거,자전거관리용품,에어펌프(발펌프),발펌프/튜브/휴대용/쌍발/자전거/공기주입기/에어펌프/타이어공기/축구공/농구공/바람넣기/외발/강력발펌프,http://www.11st.co.kr/product/SellerProductDetail.tmall?method=getSellerProductDetail&prdNo=1091662162
D***9,201903**,F,3,"주부 (전업주부, 파트타임 근무 주부)",300~399만원,예    ,자녀 없음 ,연립주택/ 다세대/ 빌라,경남,창원시 마산합포구,산호동,LG,LG U+,자전거,자전거관리용품,에어펌프(발펌프),국산삼흥 발펌프 공기주입기 손펌프 에어펌프 자전거펌프 공 오토바이 바이크 휴대용 쌍발펌프 튜브 스포,http://www.11st.co.kr/product/SellerProductDetail.tmall?method=getSellerProductDetail&prdNo=1105695651
D***8,201903**,M,5,"사무직 (일반사무직, 공무원, 직업군인)",700~799만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,안양시 만안구,안양4동,삼성,SKT,레저/자동차,자전거/용품,자전거,[삼천리자전거][삼천리]여성용 클래식 자전거 라니아 22인치,http://www.lotteimall.com/goods/viewGoodsDetail.lotte?goods_no=1203462725
D***2,201903**,F,4,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,      ,          ,아파트/ 주상복합,경기,성남시 중원구,은행1동,삼성,SKT,자전거,자전거신발/고글/헬멧,헬멧,어반헬멧/GIRO 쿼터 다임 딤/BELL 세그먼트/자전거,http://www.11st.co.kr/product/SellerProductDetail.tmall?method=getSellerProductDetail&prdNo=1244123994
D***2,201903**,F,3,"주부 (전업주부, 파트타임 근무 주부)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,양천구,신월4동,기타,알뜰폰(MVNO),레저/자동차,자전거/용품,자전거액세서리,"매그닉라이트/전조등,후미등싱글판매/충전필요없는 독일특허 비접촉 자전거라이트/자전거용품/무료배송",http://www.11st.co.kr/product/SellerProductDetail.tmall?method=getSellerProductDetail&prdNo=1242176076
D***,201903**,F,2,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,      ,          ,아파트/ 주상복합,서울,강남구,삼성동,삼성,SKT,자전거,자전거부품,체인,"SramX1 체인, PC-X1, 11단/11단용 자전거 체인",http://www.11st.co.kr/product/SellerProductDetail.tmall?method=getSellerProductDetail&prdNo=1261677729
D***,201903**,M,3,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,      ,          ,아파트/ 주상복합,대전,유성구,전민동,삼성,SKT,자전거,튜닝용품,전시스탠드,[학성스포츠]아동용16/18/20인치 자전거스탠드/보조바퀴떼어내고 두발자전거전환시사용,http://www.11st.co.kr/product/SellerProductDetail.tmall?method=getSellerProductDetail&prdNo=1226615595
D***,201903**,M,3,"자영업 (도소매업, 숙박업, 미용업)",300~399만원,아니오,          ,연립주택/ 다세대/ 빌라,대구,남구,대명9동,LG,KT,자전거,자전거신발/고글/헬멧,보호대,2+2이벤트/네파정품/탑쿨/슬레진저 쿨토시 팔토시,http://www.11st.co.kr/product/SellerProductDetail.tmall?method=getSellerProductDetail&prdNo=1282680743
D***,201903**,M,4,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,      ,          ,아파트/ 주상복합,울산,중구,반구1동,삼성,SKT,레저/자동차,자전거/용품,자전거,[스마트]삼천리/스마트 접이식자전거 미니벨로 4종,http://item.gmarket.co.kr/Item?goodscode=1278067146
D***2,201903**,M,4,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,      ,          ,아파트/ 주상복합,서울,구로구,온수동,삼성,SKT,자전거,튜닝용품,후미등,자전거후미등2구 실리콘 후미등 LED비상등 안전등 야간 라이딩 유모차 오토바이 3가지 모드,http://www.11st.co.kr/product/SellerProductDetail.tmall?method=getSellerProductDetail&prdNo=1253472408
D***3,201903**,F,5,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,광주,북구,용봉동,삼성,KT,레저/자동차,자전거/용품,자전거액세서리,(자전거용품.부품모음)자물쇠라이트펌프바구니짐받이안장가방헬멧보호대후미등페달보조바퀴벨전조등거치대,http://www.11st.co.kr/product/SellerProductDetail.tmall?method=getSellerProductDetail&prdNo=1258567584
D***3,201903**,M,2,"학생 (초중고학생, 대학생, 대학원생)",300~399만원,아니오,          ,오피스텔,경기,의왕시,내손1동,LG,KT,자전거/보드,자전거장갑/잡화,자전거장갑,[킹썰]스포츠/등산/자전거장갑/여름장갑/반장갑/선택0여름용,http://item.gmarket.co.kr/Item?goodscode=1284293661
D***3,201903**,M,3,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,      ,          ,아파트/ 주상복합,경기,부천시 소사구,송내동,삼성,SKT,캠핑/골프/헬스/자전거,자전거의류/용품,공용상의,[MCN]윈드베스트 MSV-16 블랙/자전거조끼,http://www.hnsmall.com/display/goods.do?goods_code=12602302
D***1,201903**,F,5,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,      ,          ,아파트/ 주상복합,서울,동작구,상도1동,삼성,SKT,레저/자동차,자전거/용품,자전거,도미니크24인치하이브리드자전거초등학생~중학생까지,http://www.11st.co.kr/product/SellerProductDetail.tmall?method=getSellerProductDetail&prdNo=1090901926
D***,201903**,M,2,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,      ,          ,아파트/ 주상복합,울산,남구,무거동,삼성,SKT,레저/자동차,자전거/용품,자전거액세서리,로드MTB 충전식 자전거라이트 용품 18650 배터리,http://www.11st.co.kr/product/SellerProductDetail.tmall?method=getSellerProductDetail&prdNo=1004933124
D***,201903**,M,2,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,      ,          ,아파트/ 주상복합,서울,광진구,화양동,LG,LG U+,자전거,자전거신발/고글/헬멧,헬멧,자전거커버방수 덮개 오토바이,http://www.11st.co.kr/product/SellerProductDetail.tmall?method=getSellerProductDetail&prdNo=1269616509
D***,201903**,F,3,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,      ,          ,아파트/ 주상복합,인천,계양구,동양동,삼성,SKT,자전거,튜닝용품,흙받이,자전거흙받이/짐받이가방/강철크롬짐받이/받침대/보조안장/쇼바형짐받이/자전거용품,http://www.11st.co.kr/product/SellerProductDetail.tmall?method=getSellerProductDetail&prdNo=1081764401
D***,201903**,M,3,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,      ,          ,아파트/ 주상복합,경북,김천시,모암동,삼성,SKT,자전거/보드,자전거헬멧,기타브랜드 헬멧,[삼천리자전거]미니마우스 헬멧보호대 세트 어린이 자전거 킥보드/ 삼천리자전거,http://item.gmarket.co.kr/Item?goodscode=1112014699
D***5,201903**,F,5,기타 ,400~499만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,서울,도봉구,방학2동,삼성,SKT,레저/자동차,자전거/용품,자전거,알톤쉐보레 CFB2.4 24단 팻바이크/노바투스/우라노,http://www.11st.co.kr/product/SellerProductDetail.tmall?method=getSellerProductDetail&prdNo=1288179623
D***0,201903**,F,3,"전문직 (의사, 판검사, 예술가, 종교인)","1,000만원 이상",아니오,          ,연립주택/ 다세대/ 빌라,서울,서초구,반포동,삼성,SKT,자전거,자전거부품,안장,유아안장/짐받이장착/핸들바장착/목받이유아안장/자전거안장,http://www.11st.co.kr/product/SellerProductDetail.tmall?method=getSellerProductDetail&prdNo=1275573892
D***5,201903**,F,2,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,      ,          ,아파트/ 주상복합,서울,강남구,논현동,삼성,SKT,레저/자동차,자전거/용품,자전거액세서리,[엑스피크]엑스피크 자전거힙색 트윈포켓파우치 자전거파우치,http://item.gmarket.co.kr/Item?goodscode=1124173801
D***9,201903**,M,4,"농/축/광/수산업 (축산, 낙농업, 수산, 임업, 광업)",100만원 미만,아니오,          ,연립주택/ 다세대/ 빌라,경기,용인시 처인구,모현면,삼성,SKT,자전거/보드,자전거타이어/부품,자전거튜브,[흥아]흥아 700C x 23/25C 프레스타 60mm 자전거튜브 로드,http://item.gmarket.co.kr/Item?goodscode=1287260612
D***,201903**,F,4,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,양주시,산북동,삼성,알뜰폰(MVNO),레저/자동차,자전거/용품,자전거액세서리,[J]쿨시트 방석 오토바이 스쿠터 헬멧 용품,http://www.11st.co.kr/product/SellerProductDetail.tmall?method=getSellerProductDetail&prdNo=1082590066
D***4,201903**,M,4,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,아니오,          ,아파트/ 주상복합,부산,사하구,다대동,삼성,SKT,자전거,자전거부품,페달,"토클립세트 (1쌍. 가죽밴드, 볼트 포함) Toe Clip Set 대만생산품. 픽시 클래식 로드 등 자전거 부품 용품",http://www.11st.co.kr/product/SellerProductDetail.tmall?method=getSellerProductDetail&prdNo=1114857336
